//Stimulus	event-code	duration	ISI	ITI	balance	volume	lines		
45	1390								
46	1814								
47	1898								
141	2577								
ji002.wav	40	2446	2000	0	0	0	8	0	6
41	156								
42	666								
43	1063								
140	1249								
45	1377								
46	1628								
47	1917								
141	2446								
ji093.wav	30	2406	2000	0	0	0	8	0	6
31	220								
32	653								
33	1053								
130	1221								
35	1513								
36	1639								
37	1867								
131	2406								
ji074.wav	40	2583	2000	0	0	0	7	0	6
41	153								
42	721								
43	1050								
140	1269								
45	1613								
46	1918								
141	2583								
ji069.wav	50	2438	2000	0	0	0	7	0	6
51	91								
52	635								
53	1078								
54	1274								
55	1697								
56	1880								
57	2438								
ji045.wav	30	2435	2000	0	0	0	8	0	6
31	267								
32	731								
33	1047								
130	1309								
35	1623								
36	1806								
37	1992								
131	2435								
ji083.wav	30	2144	2000	0	0	0	8	0	6
31	153								
32	484								
33	837								
130	983								
35	1361								
36	1467								
37	1594								
131	2144								
ji028.wav	40	2583	2000	0	0	0	8	0	6
41	239								
42	738								
43	1156								
140	1268								
45	1499								
46	1978								
47	2088								
141	2583								
ji096.wav	40	2697	2000	0	0	0	7	0	6
41	201								
42	777								
43	1211								
140	1345								
45	1605								
46	2017								
141	2697								
ji017.wav	30	3040	2000	0	0	0	7	0	6
31	216								
32	789								
33	1237								
130	1381								
35	1876								
36	2229								
131	3040								
ji104.wav	40	2200	2000	0	0	0	7	0	6
41	142								
42	483								
43	838								
140	985								
45	1191								
46	1719								
141	2200								
ji001.wav	30	2452	2000	0	0	0	8	0	6
31	171								
32	696								
33	1133								
130	1272								
35	1474								
36	1607								
37	1885								
131	2452								
ji088.wav	40	2684	2000	0	0	0	8	0	6
41	137								
42	590								
43	898								
140	1349								
45	1504								
46	1864								
47	2057								
141	2684								
ji054.wav	40	3230	2000	0	0	0	8	0	6
41	206								
42	1185								
43	1667								
140	1851								
45	1963								
46	2517								
47	2647								
141	3230								
ji097.wav	30	2205	2000	0	0	0	8	0	6
31	177								
32	490								
33	854								
130	1065								
35	1399								
36	1533								
37	1661								
131	2205								
ji013.wav	30	2484	2000	0	0	0	8	0	6
31	185								
32	642								
33	1002								
130	1306								
35	1619								
36	1860								
37	2012								
131	2484								
ji006.wav	40	2419	2000	0	0	0	8	0	6
41	143								
42	550								
43	1028								
140	1207								
45	1356								
46	1731								
47	1933								
141	2419								
ji025.wav	50	2681	2000	0	0	0	7	0	6
51	153								
52	564								
53	1078								
54	1583								
55	1748								
56	1957								
57	2681								
ji034.wav	50	2690	2000	0	0	0	8	0	6
51	201								
52	703								
53	1072								
54	1220								
55	1438								
56	1809								
57	1991								
58	2690								
ji072.wav	40	2446	2000	0	0	0	8	0	6
41	217								
42	719								
43	1041								
140	1187								
45	1362								
46	1776								
47	1924								
141	2446								
ji057.wav	50	3117	2000	0	0	0	7	0	6
51	246								
52	1288								
53	1692								
54	2269								
55	2411								
56	2609								
57	3117								
ji049.wav	30	2130	2000	0	0	0	8	0	6
31	168								
32	732								
33	1116								
130	1187								
35	1509								
36	1654								
37	1918								
131	2130								
ji085.wav	30	2998	2000	0	0	0	8	0	6
31	116								
32	1240								
33	1657								
130	1802								
35	2172								
36	2326								
37	2400								
131	2998								
ji030.wav	50	2301	2000	0	0	0	7	0	6
51	95								
52	616								
53	997								
54	1176								
55	1301								
56	1789								
57	2301								
ji010.wav	50	2416	2000	0	0	0	8	0	6
51	142								
52	711								
53	1076								
54	1256								
55	1374								
56	1705								
57	1844								
58	2416								
ji027.wav	30	2500	2000	0	0	0	8	0	6
31	213								
32	663								
33	1037								
130	1271								
35	1740								
36	1828								
37	1957								
131	2500								
ji061.wav	30	3152	2000	0	0	0	8	0	6
31	119								
32	783								
33	1258								
130	1430								
35	1918								
36	2223								
37	2440								
131	3152								
ji016.wav	40	2557	2000	0	0	0	8	0	6
41	229								
42	764								
43	1142								
140	1326								
45	1442								
46	1703								
47	1911								
141	2557								
ji062.wav	40	3128	2000	0	0	0	8	0	6
41	105								
42	769								
43	1242								
140	1516								
45	1692								
46	2256								
47	2471								
141	3128								
ji041.wav	50	3006	2000	0	0	0	8	0	6
51	265								
52	779								
53	1152								
54	1422								
55	1876								
56	2123								
57	2282								
58	3006								
ji024.wav	50	2568	2000	0	0	0	6	0	6
51	213								
52	873								
53	1249								
54	1503								
55	2015								
56	2568								
ji047.wav	30	2647	2000	0	0	0	7	0	6
31	200								
32	538								
33	875								
130	972								
35	1409								
36	1838								
131	2647								
ji012.wav	40	2985	2000	0	0	0	7	0	6
41	253								
42	825								
43	1274								
140	1388								
45	2230								
46	2417								
141	2985								
ji103.wav	30	2339	2000	0	0	0	7	0	6
31	123								
32	519								
33	909								
130	1169								
35	1712								
36	1925								
131	2339								
ji079.wav	30	2815	2000	0	0	0	8	0	6
31	262								
32	970								
33	1403								
130	1716								
35	2009								
36	2088								
37	2304								
131	2815								
ji037.wav	30	2507	2000	0	0	0	8	0	6
31	188								
32	689								
33	1091								
130	1194								
35	1561								
36	1744								
37	1869								
131	2057								
ji009.wav	50	2371	2000	0	0	0	8	0	6
51	166								
52	687								
53	1057								
54	1175								
55	1493								
56	1700								
57	1835								
58	2371								
ji023.wav	50	2481	2000	0	0	0	6	0	6
51	226								
52	806								
53	1265								
54	1731								
55	1890								
56	2481								
ji053.wav	30	3163	2000	0	0	0	8	0	6
31	238								
32	1136								
33	1584								
130	1716								
35	2204								
36	2423								
37	2551								
131	3163								
ji031.wav	30	2812	2000	0	0	0	8	0	6
31	219								
32	738								
33	1179								
130	1451								
35	1850								
36	2046								
37	2223								
131	2812								
ji004.wav	40	2435	2000	0	0	0	8	0	6
41	229								
42	734								
43	1034								
140	1134								
45	1371								
46	1798								
47	1933								
141	2435								
ji094.wav	40	2960	2000	0	0	0	8	0	6
41	236								
42	1050								
43	1422								
140	1625								
45	1774								
46	2114								
47	2378								
141	2960								
ji086.wav	40	3291	2000	0	0	0	8	0	6
41	134								
42	1428								
43	1901								
140	2033								
45	2166								
46	2554								
47	2663								
141	3291								
ji099.wav	30	2124	2000	0	0	0	8	0	6
31	211								
32	682								
33	1062								
130	1105								
35	1388								
36	1520								
37	1592								
131	2124								
ji102.wav	50	2391	2000	0	0	0	8	0	6
51	129								
52	637								
53	978								
54	1172								
55	1284								
56	1623								
57	1821								
58	2391								
ji058.wav	50	2098	2000	0	0	0	7	0	6
51	238								
52	960								
53	1335								
54	1602								
55	2217								
56	2406								
58	2908								
ji063.wav	30	2321	2000	0	0	0	8	0	6
31	251								
32	783								
33	1108								
130	1226								
35	1612								
36	1728								
37	1847								
131	2321								
ji043.wav	30	2171	2000	0	0	0	8	0	6
31	259								
32	606								
33	925
130	1073
35	1383
36	1500
37	1712
131	2171
ci053.wav	10	2262	2000	0	0	0	8	0	6
11	108								
12	611								
13	959								
100	1122								
15	1439								
16	1636								
17	1794								
111	2262								
ci098.wav	20	2039	2000	0	0	0	8	0	6
21	92								
22	514								
23	807								
120	966								
25	1115								
26	1480								
27	1532								
121	2039								
ci080.wav	20	2377	2000	0	0	0	8	0	6
21	127								
22	447								
23	900								
120	1040								
25	1305								
26	1781								
27	1987								
121	2377								
ci061.wav	10	2384	2000	0	0	0	8	0	6
11	126								
12	632								
13	887								
100	1000								
15	1489								
16	1718								
17	1903								
111	2384								
ci057.wav	50	2381	2000	0	0	0	7	0	6
51	193								
52	674								
53	995								
54	1635								
55	1777								
56	1958								
57	2381								
ci042.wav	50	2509	2000	0	0	0	8	0	6
51	222								
52	637								
53	1017								
54	1115								
55	1382								
56	1688								
57	1885								
58	2509								
ci027.wav	10	2324	2000	0	0	0	8	0	6
11	280								
12	660								
13	945								
100	1167								
15	1703								
16	1843								
17	1970								
111	2324								
ci052.wav	20	2537	2000	0	0	0	8	0	6
21	169								
22	539								
23	852								
120	1029								
25	1087								
26	1480								
27	1938								
121	2537								
ci024.wav	50	2331	2000	0	0	0	6	0	6
51	226								
52	908								
53	1183								
54	1386								
55	1863								
56	2331								
ci004.wav	20	2258	2000	0	0	0	8	0	6
21	190								
22	612								
23	953								
120	1083								
25	1270								
26	1638								
27	1759								
121	2258								
ci084.wav	20	2168	2000	0	0	0	8	0	6
21	40								
22	462								
23	727								
120	834								
25	947								
26	1404								
27	1523								
121	2168								
ci038.wav	20	2297	2000	0	0	0	8	0	6
21	208								
22	636								
23	1014								
120	1144								
25	1293								
26	1535								
27	1777								
121	2297								
ci033.wav	50	2170	2000	0	0	0	8	0	6
51	208								
52	482								
53	763								
54	996								
55	1263								
56	1412								
57	1596								
58	2170								
ci037.wav	10	2201	2000	0	0	0	8	0	6
11	239								
12	553								
13	905								
100	1045								
15	1262								
16	1442								
17	1621								
111	2201								
ci066.wav	20	2141	2000	0	0	0	8	0	6
21	185								
22	571								
23	890								
120	1011								
25	1185								
26	1547								
27	1681								
121	2141								
ci047.wav	10	1972	2000	0	0	0	7	0	6
11	68								
12	433								
13	630								
100	704								
15	1056								
16	1292								
111	1972								
ci025.wav	50	2091	2000	0	0	0	7	0	6
51	72								
52	484								
53	703								
54	1115								
55	1299								
56	1483								
57	2091								
ci071.wav	10	2126	2000	0	0	0	8	0	6
11	193								
12	519								
13	823								
100	934								
15	1270								
16	1386								
17	1484								
111	2126								
ci005.wav	10	2239	2000	0	0	0	8	0	6
11	145								
12	490								
13	1026								
100	1153								
15	1469								
16	1622								
17	1816								
111	2239								
ci096.wav	20	2171	2000	0	0	0	7	0	6
21	124								
22	584								
23	942								
120	1116								
25	1417								
26	1788								
121	2171								
ci072.wav	20	2240	2000	0	0	0	8	0	6
21	239								
22	604								
23	888								
120	1002								
25	1160								
26	1550								
27	1616								
121	2240								
ci083.wav	10	2061	2000	0	0	0	8	0	6
11	50								
12	396								
13	687								
100	817								
15	1179								
16	1312								
17	1404								
111	2061								
ci001.wav	10	2344	2000	0	0	0	8	0	6
11	53								
12	736								
13	1151								
100	1285								
15	1543								
16	1689								
17	1957								
111	2344								
ci097.wav	10	1932	2000	0	0	0	8	0	6
11	95								
12	504								
13	791								
100	920								
15	1191								
16	1363								
17	1423								
111	1932								
ci041.wav	50	2499	2000	0	0	0	8	0	6
51	206								
52	622								
53	939								
54	1201								
55	1497								
56	1719								
57	1868								
58	2499								
ci015.wav	10	2108	2000	0	0	0	8	0	6
11	220								
12	629								
13	957								
100	1061								
15	1328								
16	1449								
17	1627								
111	2108								
ci070.wav	50	2142	2000	0	0	0	7	0	6
51	133								
52	629								
53	936								
54	1046								
55	1208								
56	1646								
57	2142								
ci013.wav	10	2223	2000	0	0	0	8	0	6
11	89								
12	570								
13	851								
100	1142								
15	1411								
16	1657								
17	1797								
111	2223								
ci032.wav	20	2461	2000	0	0	0	8	0	6
21	226								
22	670								
23	1067								
120	1186								
25	1386								
26	1772								
27	2025								
121	2461								
ci063.wav	10	1853	2000	0	0	0	8	0	6
11	175								
12	581								
13	805								
100	845								
15	1193								
16	1320								
17	1421								
111	1853								
ci103.wav	10	1866	2000	0	0	0	7	0	6
11	44								
12	293								
13	639								
100	813								
15	1308								
16	1543								
111	1866								
ci017.wav	10	2605	2000	0	0	0	7	0	6
11	155								
12	587								
13	968								
100	1065								
15	1558								
16	1887								
111	2605								
ci049.wav	10	2040	2000	0	0	0	8	0	6
11	213								
12	585								
13	792								
100	900								
15	1167								
16	1373								
17	1554								
111	2040								
ci094.wav	20	2300	2000	0	0	0	8	0	6
21	197								
22	485								
23	808								
120	1061								
25	1262								
26	1502								
27	1737								
121	2300								
ci065.wav	10	2092	2000	0	0	0	8	0	6
11	179								
12	570								
13	834								
100	1028								
15	1295								
16	1474								
17	1587								
111	2092								
ci044.wav	20	1954	2000	0	0	0	8	0	6
21	65								
22	558								
23	823								
120	987								
25	1132								
26	1415								
27	1663								
121	1954								
ci007.wav	10	2278	2000	0	0	0	8	0	6
11	242								
12	623								
13	977								
100	1072								
15	1312								
16	1595								
17	1727								
111	2278								
ci082.wav	50	2123	2000	0	0	0	8	0	6
51	146								
52	562								
53	879								
54	993								
55	1135								
56	1507								
57	1701								
58	2123								
ci028.wav	20	2537	2000	0	0	0	8	0	6
21	264								
22	722								
23	1018								
120	1186								
25	1429								
26	1981								
27	2150								
121	2537								
ci062.wav	20	2574	2000	0	0	0	8	0	6
21	156								
22	663								
23	972								
120	1159								
25	1283								
26	1792								
27	2056								
121	2574								
ci031.wav	10	2463	2000	0	0	0	8	0	6
11	246								
12	674								
13	1017								
100	1210								
15	1630								
16	1853								
17	2034								
111	2463								
ci079.wav	10	1972	2000	0	0	0	8	0	6
11	198								
12	441								
13	783								
100	1019								
15	1274								
16	1411								
17	1586								
111	1972								
ci099.wav	10	1887	2000	0	0	0	8	0	6
11	217								
12	510								
13	732								
100	932								
15	1158								
16	1319								
17	1449								
111	1887								
ci009.wav	50	1913	2000	0	0	0	8	0	6
51	132								
52	609								
53	848								
54	965								
55	1174								
56	1362								
57	1572								
58	1913								
ci104.wav	20	1949	2000	0	0	0	7	0	6
21	63								
22	318								
23	683								
120	826								
25	975								
26	1606								
121	1949								
ci085.wav	10	2154	2000	0	0	0	8	0	6
11	134								
12	636								
13	1017								
100	1077								
15	1484								
16	1562								
17	1654								
111	2154								
ci040.wav	20	2249	2000	0	0	0	8	0	6
21	161								
22	666								
23	1005								
120	1135								
25	1346								
26	1626								
27	1729								
121	2249								
ci093.wav	10	1955	2000	0	0	0	8	0	6
11	245								
12	461								
13	758								
100	972								
15	1176								
16	1319								
17	1443								
111	1955								
ci010.wav	50	2075	2000	0	0	0	8	0	6
51	119								
52	626								
53	933								
54	1079								
55	1203								
56	1465								
57	1704								
58	2075								
ci056.wav	20	2348	2000	0	0	0	8	0	6
21	68								
22	561								
23	878								
120	994								
25	1098								
26	1643								
27	1896								
121	2348								
ci051.wav	10	2303	2000	0	0	0	8	0	6
11	187								
12	568								
13	758								
100	824								
15	1143								
16	1394								
17	1790								
111	2303								
ci055.wav	10	2315	2000	0	0	0	8	0	6
11	68								
12	558								
13	871								
100	975								
15	1504								
16	1617								
17	1821								
111	2315								
ci023.wav	50	2211	2000	0	0	0	6	0	6
51	239								
52	842								
53	1148								
54	1631								
55	1734								
56	2211								
ci101.wav	50	2074	2000	0	0	0	8	0	6
51	116								
52	428								
53	748								
54	824								
55	1163								
56	1338								
57	1488								
58	2074								
ci008.wav	20	2319	2000	0	0	0	8	0	6
21	145								
22	577								
23	934								
120	1166								
25	1232								
26	1620								
27	1746								
121	2319								
ci046.wav	20	2326	2000	0	0	0	8	0	6
21	159								
22	620								
23	866								
120	1022								
25	1257								
26	1509								
27	1742								
121	2326								
ci003.wav	10	2191	2000	0	0	0	8	0	6
11	178								
12	593								
13	931								
100	1176								
15	1479								
16	1613								
17	1723								
111	2191								
ci064.wav	20	2011	2000	0	0	0	8	0	6
21	200								
22	660								
23	919								
120	998								
25	1053								
26	1481								
27	1586								
121	2011								
ci074.wav	20	2216	2000	0	0	0	8	0	6
21	165								
22	581								
23	848								
120	1049								
25	1226								
26	1520								
27	1736								
121	2216								
ci088.wav	20	2585	2000	0	0	0	8	0	6
21	155								
22	572								
23	911								
120	1355								
25	1556								
26	1843								
27	2014								
121	2585								
ci012.wav	20	2144	2000	0	0	0	7	0	6
21	210								
22	567								
23	916								
120	1040								
25	1590								
26	1748								
121	2144								
ci014.wav	20	2185	2000	0	0	0	8	0	6
21	76								
22	569								
23	843								
120	1057								
25	1302								
26	1643								
27	1754								
121	2185								
ci054.wav	20	2433	2000	0	0	0	8	0	6
21	126								
22	674								
23	997								
120	1232								
25	1362								
26	1748								
27	1930								
121	2433								
ci002.wav	20	2339	2000	0	0	0	8	0	6
21	72								
22	741								
23	1143								
120	1286								
15	1415								
16	1706								
17	1959								
121	2339								
ci087.wav	10	2577	2000	0	0	0	8	0	6
11	155								
12	603								
13	957								
100	1141								
15	1393								
16	1810								
17	1994								
111	2577								
ci043.wav	10	1942	2000	0	0	0	8	0	6
11	62								
12	529								
13	820								
100	1001								
15	1315								
16	1422								
17	1654								
111	1942								
ci100.wav	20	1812	2000	0	0	0	8	0	6
21	236								
22	537								
23	777								
120	890								
25	1030								
26	1276								
27	1399								
121	1812								
ci045.wav	10	2263	2000	0	0	0	8	0	6
11	159								
12	604								
13	888								
100	1152								
15	1372								
16	1524								
17	1667								
111	2263								
ci095.wav	10	1899	2000	0	0	0	7	0	6
11	104								
12	513								
13	839								
100	1108								
15	1331								
16	1570								
111	1899								
ci050.wav	20	1958	2000	0	0	0	8	0	6
21	201								
22	616								
23	862								
120	1044								
25	1167								
26	1415								
27	1658								
121	1958								
ci069.wav	50	2005	2000	0	0	0	7	0	6
51	91								
52	580								
53	833								
54	967								
55	1308								
56	1384								
57	2005								
ci081.wav	50	1987	2000	0	0	0	8	0	6
51	132								
52	552								
53	778								
54	886								
55	1238								
56	1412								
57	1539								
58	1987								
ci058.wav	50	2330	2000	0	0	0	7	0	6
51	187								
52	676								
53	944								
54	1110								
55	1707								
56	1898								
57	2330								
ci011.wav	10	1965	2000	0	0	0	7	0	6
11	213								
12	464								
13	761								
100	1255								
15	1326								
16	1549								
111	1965								
ci034.wav	50	2344	2000	0	0	0	8	0	6
51	238								
52	612								
53	942								
54	1049								
55	1311								
56	1583								
57	1780								
58	2344								
ci073.wav	10	2406	2000	0	0	0	8	0	6
11	190								
12	681								
13	1003								
100	1206								
15	1478								
16	1594								
17	1843								
111	2406								
ci039.wav	10	2106	2000	0	0	0	8	0	6
11	123								
12	644								
13	993								
100	1107								
15	1272								
16	1469								
17	1588								
111	2106								
ci030.wav	50	2194	2000	0	0	0	7	0	6
51	108								
52	507								
53	932								
54	1100								
55	1293								
56	1695								
57	2194								
ci029.wav	50	2001	2000	0	0	0	7	0	6
51	120								
52	510								
53	888								
54	1086								
55	1544								
56	1610								
57	2001								
ci086.wav	20	2288	2000	0	0	0	8	0	6
21	148								
22	667								
23	1028								
120	1179								
25	1271								
26	1633								
27	1791								
121	2288								
ci018.wav	20	2597	2000	0	0	0	7	0	6
21	158								
22	552								
23	948								
120	1255								
25	1324								
26	1817								
121	2597								
ci102.wav	50	2150	2000	0	0	0	8	0	6
51	143								
52	466								
53	733								
54	982								
55	1127								
56	1446								
57	1583								
58	2150								
ci006.wav	20	2264	2000	0	0	0	8	0	6
21	133								
22	478								
23	988								
120	1131								
25	1189								
26	1543								
27	1767								
121	2264								
ci016.wav	20	2101	2000	0	0	0	8	0	6
21	193								
22	600								
23	978								
120	1111								
25	1235								
26	1452								
27	1639								
121	2101								
ci026.wav	50	2133	2000	0	0	0	7	0	6
51	59								
52	484								
53	765								
54	855								
55	1272								
56	1505								
57	2133								
ci048.wav	20	2319	2000	0	0	0	7	0	6
21	88								
22	516								
23	723								
120	1010								
25	1059								
26	1627								
121	2319								
